Company Name,Domain,Industry,Location,Headcount,Linkedin,Description,Company Type,Tags
Luxme International,luxme.com,,"J4Y2P4, Brossard, Quebec, Canada",,https://www.linkedin.com/company/luxme-international-ltd-,Luxme International is a manufacturing company that specializes in engineering high-tech devices like tubular chain conveyors and automatic bag slitters.,,""
KEYENCE International,keyencecareer.eu,,,,,"KEYENCE CORPORATION is an Industrial Automation company that specializes in providing sensors, measurement instruments, and technology solutions for factory automation.",,""
CVControl,cvcontrol.com.ar,Industrial Automation,"Buenos Aires, Argentina",11-50,https://www.linkedin.com/company/cvcontrol,CV Control S.A is an industrial solutions provider specializing in control systems and automation.,privately held,""
Robotas,robotas.com,Industrial Machinery Manufacturing,"Harrogate, United Kingdom",11-50,https://www.linkedin.com/company/robotas-technologies-ltd,Robotas is a manufacturing company that offers smart production technology to optimize manual assembly processes in factories.,privately held,""
"Jiangsu Bozhiwang Automation Equipment Co., Ltd.",wire-processor.com,"Appliances, Electrical, and Electronics Manufacturing","Changzhou, China",51-200,https://www.linkedin.com/company/jiangsu-bozhiwang,Jiangsu Bozhiwang Automation Equipment Co is a manufacturing company that specializes in wire processing equipment.,partnership,""
SAEILO HI,saeilo.co.th,,,,,"SAEILO HI is a machinery company that offers machine tools, forming die, automation parts, and electrical components, supported by a professional service team.",,""
ITW Global,itwglobal.com,Advertising Services,"Bengaluru, India",201-500,https://www.linkedin.com/company/itw-consulting-pvt-ltd-,"ITW Global is an industrial manufacturing company that provides global supply chain solutions, automation technology, and engineering services.",partnership,""
Cjays Lastechniek,cjays.nl,Machinery Manufacturing,"Valkenswaard, Netherlands",1-10,https://www.linkedin.com/company/cjays-lastechniek,"Cjays Lastechniek is a company that specializes in the purchase, sale, maintenance, and repair of new and used welding equipment, with a focus on professional used welding machines.",self owned,""
Mekatronik,mekatronik.com.br,Industrial Automation,Peru,11-50,https://www.linkedin.com/company/mekatronik,Mekatronik is a company in the automation and robotics industry that specializes in engineering and manufacturing solutions.,privately held,""
Rotoweld,rotoweld.com,Automation Machinery Manufacturing,"Saint-Bruno, Canada",51-200,https://www.linkedin.com/company/tecnar-rotoweld,"Rotoweld is a manufacturing company that specializes in fully-automated work cells for industrial pipe prefabrication and small pressure vessel manufacturing, integrating machine vision and robotic technology.",,""
Yushin Automation,yushinautomation.com,Automation Machinery Manufacturing,"Bromsgrove, United Kingdom",11-50,https://www.linkedin.com/company/yushin-automation-ltd-,Yushin Automation is a robotics and automation systems company specializing in servo robotics and complete automation systems.,public company,""
Sequor Industrial Software,sequor.com.br,IT Services and IT Consulting,"Canoas, Brazil",51-200,https://www.linkedin.com/company/sequordigitalsolutions,Sequor Industrial Software is a provider of industrial software solutions for optimizing manufacturing processes and enhancing automation technology.,privately held,""
SAA Symtek Automation Asia,saa-symtek.com,Automation Machinery Manufacturing,"Taoyuan, Taiwan",501-1000,https://www.linkedin.com/company/symtek-automation-asia,SAA Symtek Automation Asia is an industrial automation company that specializes in robotics technology.,public company,""
AutomationLab,automationlab.dk,"Appliances, Electrical, and Electronics Manufacturing","Svendborg, Denmark",501-1000,https://www.linkedin.com/company/automation-lab,AutomationLab is an industrial automation company that offers innovative IT solutions to enhance the future of automation in various industries.,partnership,""
Re-Gen Robotics,regenrobotics.com,Oil and Gas,"Newry, United Kingdom",11-50,https://www.linkedin.com/company/re-gen-robotics,Re-Gen Robotics is a robotics company that specializes in automation and engineering solutions for industrial services.,privately held,""
FMS SPOMASZ PLESZEW S.A.,spomasz-pleszew.pl,Automation Machinery Manufacturing,"Pleszew, Poland",201-500,https://www.linkedin.com/company/fms-spomasz-pleszew-s-a-,FMS SPOMASZ PLESZEW S.A is a machinery manufacturing company that specializes in industrial equipment and production solutions for the metalworking industry.,public company,""
Forum Automatyki i Robotyki Polskiej,fairp.pl,Automation Machinery Manufacturing,"Gliwice, Poland",11-50,https://www.linkedin.com/company/fairp,"Forum Automatyki i Robotyki Polskiej is a platform that represents and supports entrepreneurs creating solutions in the fields of automation and robotics, covering various aspects such as scientific, technical, operational, business, financial, legal, and commercial.",non profit,""
Otter Controls India,otterindia.com,Manufacturing,"Pune, India",201-500,https://www.linkedin.com/company/otter-controls-india-private-limited,Otter Controls India Private Limited is a company specialized in providing control systems and automation solutions for industrial equipment.,partnership,""
DIMIDOL Automação,dimidol.com,Automation Machinery Manufacturing,"Ponta Grossa, Brazil",1-10,https://www.linkedin.com/company/dimidol,DIMIDOL Automação is an industrial automation company that specializes in automation of industrial processes for machines and equipment with expertise in hydraulic and electrical equipment.,privately held,""
Fluid Control,fluidcontrol.com.br,Machinery Manufacturing,"São Paulo, Brazil",1-10,https://www.linkedin.com/company/fluid-control-automacao,Fluid Control is an industrial machinery company that specializes in automation for manufacturing processes.,,""
CANEI,caneicorp.com,Waste Collection,"Toronto, Canada",11-50,https://www.linkedin.com/company/caneicorp,CANEI is a manufacturing company that specializes in industrial equipment and automation technology.,privately held,""
Lenzkes Spanntechnik,lenzkes.com,Machinery Manufacturing,Germany,201-500,https://www.linkedin.com/company/lenzkes-spanntechnik,Lenzkes Spanntechnik is a manufacturing company that specializes in providing workholding solutions for machining processes.,self owned,""
ADEM,adem.gr,"Appliances, Electrical, and Electronics Manufacturing","Acharnés, Greece",1-10,https://www.linkedin.com/company/ademgreece,"ADEM is a manufacturing company that specializes in automations, elevator systems, electronics components, and supplies SMT machines.",public company,""
INDAT Robotics,indat.net,Machinery Manufacturing,"Ginsheim-Gustavsburg, Germany",51-200,https://www.linkedin.com/company/indat-robotics-gmbh,"iNDAT Robotics is a company specialized in building robot and automation systems for the future production, focusing on flexible and modular automation solutions, robot cells development, and complete production systems.",public company,""
Arama,arama.pl,Automation Machinery Manufacturing,"Sarnów, Poland",1-10,https://www.linkedin.com/company/arama-automation,Arama is a company in the automation and robotics industry that specializes in creating solutions to increase work efficiency.,privately held,""
Multispan,multispanindia.com,"Appliances, Electrical, and Electronics Manufacturing","Ahmedabad, India",201-500,https://www.linkedin.com/company/multispancontrolinstruments,Multispan is an industrial automation company that specializes in control systems and manufacturing solutions.,privately held,""
Trimatic A/S,trimatic.dk,"Appliances, Electrical, and Electronics Manufacturing","Sønderborg, Denmark",11-50,https://www.linkedin.com/company/trimatic-automation,"Trimatic A/S is a supplier of industrial automation and information technology solutions, specializing in instrumentation and process control technology for machines, plants, and logistics systems.",public company,""
Larsen & Toubro India,lntebg.com,,,,,"L&T Electrical & Automation is a company specializing in electrical engineering, automation, and providing industrial solutions.",public company,""
ICARUS Consulting GmbH,icarus-consult.de,IT Services and IT Consulting,"Lüneburg, Germany",11-50,https://www.linkedin.com/company/icarus-consulting-gmbh,"ICARUS Consulting GmbH is a company in the industrial automation sector that specializes in designing Digital Factories, automating manufacturing processes, and providing expertise in industrial robotics and software solutions.",public company,""
Novatics,novatics.com,Industrial Machinery Manufacturing,"Boufféré, France",11-50,https://www.linkedin.com/company/novatics-france,Novatics is a provider of industrial machinery and manufacturing solutions with a focus on automation technology.,self owned,""
SDTORK,sdtork.com,,,,,SDTORK is an engineering company that specializes in automation and industrial equipment.,,""
Máy khuấy,aautech.vn,,,,,Máy khuấy is a manufacturer of industrial equipment specializing in machinery and automation.,,""
ETAL Group,etalgroup.com,"Appliances, Electrical, and Electronics Manufacturing",Sweden,501-1000,https://www.linkedin.com/company/etal-group,"ETAL Group is a manufacturing company that specializes in engineering, industrial automation, and robotics technology.",public company,""
KSN Industri A/S,ksn.dk,,Denmark,,https://www.linkedin.com/company/ksn-as,"KSN Industri A/S is a company that specializes in automating processes and constructing industrial washing systems, specialized machinery, and testing equipment.",,""
ARS Yunen,arsyunen.com,Insurance,"Santo Domingo, Dominican Republic",51-200,https://www.linkedin.com/company/ars-yun%c3%a9n,ARS YUNEN is an industrial automation company that specializes in robotics and manufacturing solutions.,privately held,""
INTECRO ROBOTICS,intecro.com.tr,Automation Machinery Manufacturing,"Ankara, Türkiye",51-200,https://www.linkedin.com/company/intecrorobotics,Intecro Robot Teknolojileri is a robotics company that specializes in technology solutions for automation in industrial applications.,privately held,""
WELDING KOREA,weldingkorea.kr,,,,,WELDING KOREA is a company that specializes in welding services and metalworking for industrial applications.,,""
